Match_ID,Round,Status,URL
stormers-sharks-newlands-15062019,18,Min,https://www.rugbypass.com/live/super-rugby/stormers-vs-sharks-at-newlands-on-15062019/2019/stats/
bulls-lions-loftus-versfeld-15062019,18,Min,https://www.rugbypass.com/live/super-rugby/bulls-vs-lions-at-loftus-versfeld-on-15062019/2019/stats/
crusaders-highlanders-ami-stadium-21062019,19,Min,https://www.rugbypass.com/live/super-rugby/crusaders-vs-highlanders-at-ami-stadium-on-21062019/2019/stats/
jaguares-chiefs-estadio-jose-amalfitani-21062019,19,Min,https://www.rugbypass.com/live/super-rugby/jaguares-vs-chiefs-at-estadio-jose-amalfitani-on-21062019/2019/stats/
hurricanes-bulls-westpac-stadium-22062019,19,Min,https://www.rugbypass.com/live/super-rugby/hurricanes-vs-bulls-at-westpac-stadium-on-22062019/2019/stats/
brumbies-sharks-gio-stadium-22062019,19,Min,https://www.rugbypass.com/live/super-rugby/brumbies-vs-sharks-at-gio-stadium-on-22062019/2019/stats/
jaguares-brumbies-estadio-jose-amalfitani-28062019,20,Min,https://www.rugbypass.com/live/super-rugby/jaguares-vs-brumbies-at-estadio-jose-amalfitani-on-28062019/2019/stats/
crusaders-hurricanes-ami-stadium-29062019,20,Min,https://www.rugbypass.com/live/super-rugby/crusaders-vs-hurricanes-at-ami-stadium-on-29062019/2019/stats/
crusaders-jaguares-ami-stadium-06072019,21,Min,https://www.rugbypass.com/live/super-rugby/crusaders-vs-jaguares-at-ami-stadium-on-06072019/2019/stats/
highlanders-crusaders-forsyth-barr-stadium-16032019,5,No Stats,https://www.rugbypass.com/live/super-rugby/highlanders-vs-crusaders-at-forsyth-barr-stadium-on-16032019/2019/stats/
