Number,Player,Tries,Carries Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Offload,Turnovers Conceded,Try Assist,Points,Tackles,Missed Tackles,Turnover Won,Kicks From Hand,Conversion Goals,Penalty Goals,Drop Goals Converted,Lineout Throw Won Clean,Lineouts Won,Lineout Won Steal,Penalties Conceded,Red Cards,Yellow Cards,Team,Venue,Match_ID
8,Ardie Savea,0,22,10,1,0,5,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
9,TJ Perenara,0,7,3,0,0,84,1,3,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
10,Beauden Barrett,0,81,13,3,0,25,1,0,1,10,5,1,2,13,2,2,0,1,1,0,1,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
11,Wes Goosen,1,141,10,13,2,4,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
12,Ngani Laumape,0,28,8,3,0,4,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
13,Matt Proctor,1,8,6,2,1,8,1,1,0,5,2,5,0,0,0,0,0,0,0,0,1,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
14,Jordie Barrett,0,68,10,1,1,6,1,1,0,3,3,3,1,6,0,1,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
15,Chase Tiatia,0,112,12,9,2,3,0,3,1,0,5,1,0,7,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
16,Asafo Aumua,0,3,4,1,0,1,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
17,Fraser Armstrong,0,0,2,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
18,Alex Fidow,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
19,Liam Mitchell,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
20,Heiden Bedwell-Curtis,0,5,5,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
21,Finlay Christie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
22,Jackson Garden-Bachop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
23,Salesi Rayasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,chiefs-hurricanes-fmg-stadium-waikato-15032019
1,Scott Sio,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
2,Folau Fainga'a,2,4,6,0,0,4,0,0,0,10,7,1,0,0,0,0,0,12,13,0,1,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
3,Les Leulua'iali'i-Makin,0,0,1,0,0,1,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
4,Rory Arnold,0,9,10,0,0,3,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
5,Sam Carter,0,5,9,0,0,4,0,2,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
6,Rob Valetini,0,3,4,0,0,3,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
7,Thomas Cusack,0,4,4,0,0,5,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
8,Lachlan McCaffrey,0,40,10,2,1,4,1,1,0,0,9,1,1,2,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
9,Joe Powell,0,0,0,0,0,51,0,0,1,0,9,1,0,4,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
10,Christian Lealiifano,0,10,9,1,0,12,2,2,0,2,8,1,1,7,1,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
11,Lausii Taliauli,0,63,7,2,0,2,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
12,Irae Simone,0,9,7,0,0,2,1,1,0,0,5,0,1,4,0,0,0,0,0,0,3,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
13,Tevita Kuridrani,0,18,5,2,1,0,0,0,0,0,10,2,0,1,0,0,0,0,0,0,2,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
14,Henry Speight,0,3,1,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
15,Thomas Banks,0,35,6,1,1,5,1,2,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
16,Josh Mann-Rea,0,4,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,4,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
17,James Slipper,0,13,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
18,Thomas Ross,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
19,Murray Douglas,0,4,3,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
20,Peter Samu,0,7,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
21,Ryan Lonergan,0,3,3,0,0,14,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
22,Jordan Jackson-Hope,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
23,Mackenzie Hansen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-nsw-waratahs-gio-stadium-15032019
1,Harry Johnson-Holmes,0,10,6,0,1,3,1,0,0,0,10,0,1,0,0,0,0,0,0,0,2,0,1,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
2,Damien Fitzpatrick,0,4,3,0,0,5,0,0,0,0,10,0,0,0,0,0,0,7,7,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
3,Sekope Kepu,0,15,8,0,0,3,1,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,1,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
4,Jed Holloway,0,2,5,0,0,7,0,2,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
5,Rob Simmons,0,3,4,0,0,9,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
6,Ned Hanigan,0,28,10,2,2,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
7,Michael Hooper,1,31,14,6,0,6,2,0,0,5,15,0,0,0,0,0,0,0,0,0,1,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
8,Jack Dempsey,0,34,6,4,2,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
9,Jake Gordon,0,12,4,1,0,66,1,0,0,0,1,2,0,4,0,0,0,0,0,0,1,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
10,Bernard Foley,0,34,8,2,0,25,0,3,0,3,9,3,0,3,0,1,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
11,Alex Newsome,1,57,9,1,2,2,1,1,0,5,6,0,0,0,0,0,0,0,0,0,1,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
12,Kurtley Beale,0,43,12,3,1,24,0,2,0,0,3,2,0,5,0,0,0,1,1,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
13,Adam Ashley-Cooper,0,7,3,0,0,5,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
14,Curtis Rona,0,72,15,2,3,6,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
15,Israel Folau,0,43,12,2,0,17,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
16,Tatafu Polota-Nau,0,4,3,0,0,3,2,0,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
17,Rory O'Connor,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
18,Chris Talakai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
19,Ryan McCauley,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
20,Lachlan Swinton,0,3,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
21,Nick Phipps,0,11,3,0,1,11,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
22,Mack Mason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
23,Cameron Clark,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Away,brumbies-nsw-waratahs-gio-stadium-15032019
1,Steven Kitshoff,0,6,7,0,0,4,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
2,Siyabonga Ntubeni,0,5,3,0,0,1,0,0,0,0,9,0,1,0,0,0,0,8,8,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
3,Frans Malherbe,0,7,3,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
4,Eben Etzebeth,0,4,2,2,0,3,0,2,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
5,JD Schickerling,0,16,6,1,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
6,Siya Kolisi,1,52,10,3,1,4,1,0,0,5,9,1,1,0,0,0,0,0,0,0,1,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
7,Pieter-Steph du Toit,0,6,6,0,0,5,0,1,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
8,Juarno Augustus,0,9,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
9,Hershel Jantjies,1,8,3,2,1,60,0,1,0,5,7,1,1,5,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
10,Jean-Luc du Plessis,0,19,5,0,0,20,0,3,0,2,6,3,0,9,1,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
11,SP Marais,0,0,1,0,0,2,0,1,0,13,5,1,2,2,2,3,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
12,Damian de Allende,0,18,12,1,1,12,1,1,0,0,9,1,0,3,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
13,Daniel du Plessis,1,20,6,0,1,4,1,2,0,5,7,0,1,0,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
14,Sergeal Petersen,0,13,4,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
15,Dillyn Leyds,0,39,8,1,2,10,1,2,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
16,Mbongeni Mbonami,0,9,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
17,Corne Fourie,0,3,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
18,Wilco Louw,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
19,Cobus Wiese,0,5,6,0,0,0,0,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
20,Jaco Coetzee,0,20,6,2,1,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
21,Justin Phillips,1,6,3,0,0,9,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
22,Ruhan Nel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
23,Damian Willemse,0,44,5,3,0,5,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,STO,Home,stormers-jaguares-dhl-newlands-15032019
1,Mayco Vivas,0,20,5,0,1,1,1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
2,Julian Montoya,0,11,5,2,1,1,0,1,0,0,11,0,0,0,0,0,0,12,15,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
3,Santiago Medrano,0,4,7,0,0,1,0,1,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
4,Guido Petti Pagadizaval,0,46,11,1,2,9,3,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
5,Tomas Lavanini,0,4,8,0,0,9,1,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
6,Pablo Matera,0,20,12,2,0,12,4,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
7,Tomas Lezana,0,10,11,0,0,5,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
8,Javier Ortega Desio,0,6,7,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
9,Tomas Cubelli,0,12,8,2,1,90,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
10,Joaquin Diaz Bonilla,0,23,8,0,0,30,0,0,0,3,1,0,0,7,0,1,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
11,Ramiro Moyano,0,32,8,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
12,Bautista Ezcurra,0,13,9,0,0,20,3,1,0,0,9,1,1,0,0,0,0,0,0,0,2,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
13,Matias Moroni,0,28,9,2,1,3,1,4,1,0,5,0,0,4,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
14,Bautista Delguy,1,32,3,2,1,0,0,1,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
15,Joaquin Tuculet,0,35,10,2,1,13,1,3,0,0,6,0,2,4,0,0,0,0,0,0,1,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
16,Gaspar Baldunciel,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
17,Santiago Garcia Botta,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
18,Enrique Pieretto Heilan,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
19,Matias Alemanno,0,1,2,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
20,Juan Manuel Leguizamon,0,5,4,2,0,2,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
21,Martin Landajo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
22,Juan Cruz Mallia,0,0,2,2,0,8,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
23,Sebastian Cancelliere,0,55,8,4,2,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,JAG,Away,stormers-jaguares-dhl-newlands-15032019
1,Pauliasi Manu,0,15,6,2,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
2,Atsushi Sakate,0,0,1,0,0,2,0,0,0,0,11,4,0,0,0,0,0,6,10,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
3,Hiroshi Yamashita,0,0,1,0,0,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0,2,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
4,Uwe Helu,0,9,3,2,0,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
5,Tom Rowe,0,4,5,0,0,2,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
6,Ben Gunter,0,0,4,0,0,1,0,1,0,0,10,0,2,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
7,Dan Pryor,1,40,7,1,2,4,0,1,1,5,14,2,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
8,Rahboni Warren-Vosayaco,1,69,18,3,1,1,0,1,0,5,9,5,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
9,Jamie Booth,1,30,6,1,2,44,1,1,0,5,11,2,1,2,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
10,Hayden Parker,0,29,7,1,0,15,2,0,0,11,8,2,0,8,4,1,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
11,Hosea Saumaki,0,72,10,6,3,5,0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
12,Michael Little,0,55,6,5,2,8,1,0,0,0,12,3,0,1,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
13,Sione Teaupa,0,7,4,1,0,2,0,3,0,0,9,4,0,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
14,Gerhard van den Heever,0,19,7,1,0,5,1,2,1,0,6,2,0,1,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
15,Jason Emery,0,19,5,0,1,7,0,1,1,0,4,1,1,2,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
16,Jaba Bregvadze,0,0,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,3,3,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
17,Sam Prattley,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
18,Asaeli Ai Valu,0,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
19,James Moore,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
20,Amanaki Mafi,0,31,5,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
21,Keisuke Uchida,1,6,2,1,0,9,0,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
22,Rikiya Matsuda,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
23,Semisi Masirewa,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
1,Jean-Pierre Smith,0,19,6,2,1,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
2,Alex Mafi,0,0,2,0,0,3,1,0,0,0,8,1,1,0,0,0,0,10,10,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
3,Ruan Smith,0,6,7,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
4,Harry Hockings,0,11,9,1,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
5,Lukhan Salakaia-Loto,0,16,17,2,0,5,1,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
6,Angus Scott-Young,0,4,7,1,0,6,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
7,Liam Wright,1,9,8,1,0,2,0,1,0,5,11,2,1,0,0,0,0,0,0,0,1,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
8,Scott Higginbotham,0,16,6,2,0,5,0,2,0,0,7,1,1,1,0,0,0,0,0,0,1,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
9,Moses Sorovi,0,19,6,0,0,71,0,3,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
10,Isaac Lucas,0,29,7,8,1,30,0,2,0,0,9,3,1,5,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
11,Sefanaia Naivalu,0,54,6,2,3,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
12,Duncan Paia'aua,0,13,9,1,0,11,0,1,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
13,Samu Kerevi,0,43,14,9,0,8,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
14,Chris Feauai-Sautia,0,73,7,7,3,2,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
15,Hamish Stewart,0,82,10,7,3,12,0,2,0,9,2,0,1,4,3,1,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
16,Brandon Paenga-Amosa,2,12,5,0,0,0,0,0,0,10,4,1,0,0,0,0,0,1,1,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
17,Harry Hoopert,1,10,6,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
18,Feao Fotuaika,0,19,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
19,Angus Blyth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
20,Caleb Timu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
21,Tate McDermott,1,8,4,0,1,26,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
22,Teti Tela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
23,Filipo Daugunu,0,63,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RED,Away,sunwolves-reds-prince-chichibu-memorial-stadium-16032019
