Number,Player,Tries,Carries Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Offload,Turnovers Conceded,Try Assist,Points,Tackles,Missed Tackles,Turnover Won,Kicks From Hand,Conversion Goals,Penalty Goals,Drop Goals Converted,Lineout Throw Won Clean,Lineouts Won,Lineout Won Steal,Penalties Conceded,Red Cards,Yellow Cards,Team,Venue,Match_ID
1,Chris Eves,0,7,5,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
2,Ricky Riccitelli,0,2,5,0,0,1,0,0,0,0,5,1,0,0,0,0,0,6,7,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
3,Jeff Toomaga-Allen,0,10,7,0,0,1,0,1,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
4,James Blackwell,0,4,4,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,1,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
5,Liam Mitchell,0,25,10,2,1,7,1,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
6,Reed Prinsep,0,10,9,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
7,Ardie Savea,1,22,13,4,0,6,0,0,0,5,12,2,1,1,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
8,Gareth Evans,0,7,5,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
9,TJ Perenara,0,11,3,0,1,61,0,3,0,0,8,0,1,4,0,0,0,0,0,0,1,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
10,Fletcher Smith,0,16,4,2,1,12,1,1,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
11,Ben Lam,0,34,5,3,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
12,Ngani Laumape,0,20,8,3,0,5,0,1,0,0,9,2,1,2,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
13,Vince Aso,0,16,1,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
14,Wes Goosen,0,2,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
15,Jordie Barrett,0,62,13,2,1,4,1,2,0,10,2,0,0,7,2,2,0,0,0,0,1,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
16,Dane Coles,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,10,10,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
17,Xavier Numia,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
18,Ben May,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
19,Isaia Walker-Leawere,0,4,3,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
20,Du'Plessis Kirifi,1,5,1,3,1,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
21,Finlay Christie,0,2,1,0,0,15,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
22,James Marshall,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
23,Billy Proctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUR,Away,nsw-waratahs-hurricanes-brookvale-oval-16022019
1,Craig Millar,0,1,2,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
2,Jaba Bregvadze,0,8,2,1,0,0,0,0,0,0,12,1,2,0,0,0,0,7,8,0,1,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
3,Asaeli Ai Valu,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,2,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
4,Luke Thompson,0,0,1,0,0,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
5,James Moore,0,0,1,0,0,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,2,0,1,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
6,Hendrik Tui,0,6,6,1,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
7,Ed Quirk,0,4,4,0,0,4,0,2,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
8,Rahboni Warren-Vosayaco,0,43,8,0,1,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
9,Kaito Shigeno,0,0,1,0,0,28,0,1,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
10,Hayden Parker,0,14,7,1,0,15,0,2,1,5,6,1,0,7,1,1,0,1,1,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
11,Rene Ranger,0,6,3,0,1,3,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
12,Phil Burleigh,0,0,2,0,0,2,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
13,Shane Gates,1,48,6,1,1,4,0,1,0,5,4,3,0,3,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
14,Semisi Masirewa,0,88,11,3,3,2,0,3,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
15,Gerhard van den Heever,0,64,9,1,0,3,0,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
16,Atsushi Sakate,0,7,3,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,3,0,1,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
17,Sam Prattley,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
18,Hiroshi Yamashita,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
19,Uwe Helu,0,4,6,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
20,Shuhei Matsuhashi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
21,Keisuke Uchida,0,1,1,0,0,29,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
22,Rikiya Matsuda,0,8,3,0,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
23,Michael Little,0,21,6,0,0,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,SUN,Home,sunwolves-sharks-singapore-national-stadium-16022019
1,Tendai Mtawarira,0,17,9,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
2,Armand van der Merwe,2,20,5,0,0,1,1,0,0,10,6,0,0,0,0,0,0,13,13,0,1,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
3,Coenraad Oosthuizen,0,7,4,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
4,Hyron Andrews,0,9,2,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
5,Ruan Botha,0,7,10,0,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
6,Jacques Vermeulen,0,5,3,0,0,2,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
7,Tyler Paul,0,27,9,0,0,1,0,1,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
8,Daniel du Preez,1,12,11,2,0,6,2,0,0,5,6,1,1,0,0,0,0,0,0,0,1,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
9,Louis Schreuder,0,31,7,1,1,47,1,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
10,Robert du Preez,0,4,2,0,0,12,0,1,0,13,3,0,0,7,5,1,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
11,Makazole Mapimpi,1,40,4,1,1,3,0,2,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
12,Andre Esterhuizen,0,41,4,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
13,Lukhanyo Am,0,29,8,1,0,5,0,1,2,0,9,1,1,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
14,Sibusiso Nkosi,1,36,5,2,1,2,1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
15,Aphelele Fassi,0,28,6,2,1,4,1,1,0,0,2,1,0,5,0,0,0,0,0,0,1,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
16,Kerron van Vuuren,0,4,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
17,Juan Schoeman,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
18,Khuthuzani Mchunu,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
19,Gideon Koegelenberg,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
20,Phendulani Buthelezi,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
21,Cameron Wright,0,31,3,0,1,19,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
22,Rhyno Smith,0,2,2,0,0,0,0,2,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
23,Jeremy Ward,1,14,4,0,1,2,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,SHA,Away,sunwolves-sharks-singapore-national-stadium-16022019
1,Lizo Gqoboka,0,1,3,1,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
2,Schalk Brits,0,20,3,1,0,3,0,0,0,0,4,1,0,0,0,0,0,5,6,0,2,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
3,Trevor Nyakane,0,0,1,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
4,Jason Jenkins,0,10,3,2,0,4,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
5,Lodewyk De Jager,0,11,8,1,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
6,Ruan Steenkamp,0,2,3,0,0,2,0,1,0,0,14,1,1,0,0,0,0,0,0,0,1,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
7,Hanro Liebenberg,0,0,3,0,0,5,1,0,0,0,7,1,3,0,0,0,0,0,0,1,1,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
8,Duane Vermeulen,0,61,9,3,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
9,Embrose Papier,0,1,1,0,0,50,0,0,0,0,2,1,0,10,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
10,Handre Pollard,0,0,4,0,0,9,0,1,1,20,7,1,0,14,4,4,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
11,Rosko Speckman,2,94,5,7,3,2,1,0,0,10,7,1,0,2,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
12,Burger Odendaal,0,18,6,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
13,Jesse Kriel,1,27,5,1,2,4,1,1,2,5,10,1,0,2,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
14,John-Ben Kotze,1,36,3,1,1,1,0,2,0,5,4,0,1,1,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
15,Warrick Gelant,0,20,7,1,0,4,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
16,Corniel Els,0,0,2,0,0,2,1,1,0,0,8,0,0,0,0,0,0,4,6,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
17,Simphiwe Matanzima,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
18,Dayan van der Westhuizen,0,2,1,0,0,1,1,0,0,0,6,0,1,0,0,0,0,0,0,0,2,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
19,Eli Snyman,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
20,Thembelani Bholi,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
21,Ivan van Zyl,0,0,1,0,0,8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
22,Manie Libbok,0,4,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
23,Dylan Sage,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BUL,Home,bulls-stormers-loftus-versfeld-16022019
1,Alistair Vermaak,0,1,4,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
2,Mbongeni Mbonami,0,2,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
3,Wilco Louw,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
4,Salmaan Moerat,0,1,4,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
5,JD Schickerling,0,1,6,1,0,2,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
6,Siya Kolisi,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
7,Pieter-Steph du Toit,0,13,10,1,0,3,0,0,0,0,7,2,1,0,0,0,0,0,0,0,1,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
8,Sikhumbuzo Notshe,0,4,10,0,0,2,1,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
9,Jano Vermaak,0,0,0,0,0,52,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
10,Damian Willemse,0,9,6,0,0,15,0,2,0,0,5,2,0,7,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
11,SP Marais,0,7,6,2,0,1,0,2,0,3,2,0,0,5,0,1,0,0,0,0,1,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
12,Damian de Allende,0,40,7,4,1,3,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
13,Ruhan Nel,0,6,3,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
14,JJ Engelbrecht,0,0,0,0,0,2,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
15,Dillyn Leyds,0,61,14,2,0,9,2,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
16,Siyabonga Ntubeni,0,7,4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,8,8,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
17,Corne Fourie,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
18,Neethling Fouche,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
19,Chris Van Zyl,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
20,Kobus Van Dyk,0,3,10,1,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
21,Hershel Jantjies,0,2,2,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
22,Jean-Luc du Plessis,0,3,3,0,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
23,Daniel du Plessis,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STO,Away,bulls-stormers-loftus-versfeld-16022019
1,Mayco Vivas,0,6,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
2,Agustin Creevy,0,6,4,0,0,2,0,0,1,0,8,0,0,0,0,0,0,5,5,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
3,Santiago Medrano,1,9,5,0,0,1,0,0,0,5,7,2,0,0,0,0,0,0,0,0,1,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
4,Guido Petti Pagadizaval,0,6,12,0,0,2,0,2,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
5,Tomas Lavanini,0,13,12,0,0,3,0,1,0,0,4,1,1,1,0,0,0,0,0,0,4,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
6,Pablo Matera,0,32,13,1,0,3,1,4,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
7,Rodrigo Bruni,0,22,7,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
8,Javier Ortega Desio,0,8,3,1,0,4,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
9,Gonzalo Bertranou,0,1,3,0,0,71,0,3,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
10,Joaquin Diaz Bonilla,0,17,4,3,0,26,0,2,0,11,5,3,0,13,1,3,0,0,0,0,1,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
11,Ramiro Moyano,0,47,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
12,Jeronimo De La Fuente,0,30,12,1,0,7,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
13,Matias Orlando,0,6,6,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
14,Bautista Delguy,0,40,8,1,0,3,1,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
15,Joaquin Tuculet,0,36,8,1,0,6,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
16,Julian Montoya,0,10,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,7,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
17,Juan Pablo Zeiss,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
18,Enrique Pieretto Heilan,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
19,Matias Alemanno,0,17,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
20,Marcos Kremer,0,29,8,4,1,1,1,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
21,Martin Landajo,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
22,Juan Cruz Mallia,0,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
23,Matias Moroni,0,30,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,JAG,Home,jaguares-lions-estadio-jose-amalfitani-16022019
1,Dylan Smith,0,7,4,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
2,Malcolm Marx,0,4,3,0,0,4,0,1,0,0,8,0,3,0,0,0,0,13,18,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
3,Carlu Sadie,0,1,5,0,0,0,0,1,0,0,10,0,3,0,0,0,0,0,0,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
4,Rhyno Herbst,0,6,8,0,0,1,0,1,0,0,14,1,1,0,0,0,0,0,0,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
5,Marvin Orie,0,0,1,0,0,3,0,1,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
6,Marnus Schoeman,3,11,6,3,1,3,0,2,0,15,11,1,2,1,0,0,0,0,0,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
7,Hacjivah Dayimani,0,24,4,3,0,2,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
8,Warren Whiteley,0,2,4,1,0,5,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
9,Nic Groom,0,15,7,2,0,46,0,0,0,0,7,1,0,6,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
10,Elton Jantjies,0,9,5,0,0,22,1,0,0,10,9,4,0,14,2,2,0,1,1,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
11,Aphiwe Dyantyi,0,46,4,1,0,2,2,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
12,Harold Vorster,0,24,6,1,2,7,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
13,Lionel Mapoe,0,8,5,0,0,2,1,2,0,0,7,1,1,0,0,0,0,0,0,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
14,Courtnall Skosan,0,40,7,1,1,5,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
15,Andries Coetzee,0,44,16,3,2,5,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
16,Pieter Jansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
17,Frans van Wyk,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
18,Jacobie Adriaanse,0,9,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,LIO,Away,jaguares-lions-estadio-jose-amalfitani-16022019
